chart_name,HHI,CR3,Gini
Guatemala Apple Music Top Song,0.026600000000000013,0.2175,0.39369747899159674
Belarus Apple Music Top Song,0.025725000000000005,0.20500000000000002,0.4829761904761902
Serbia Apple Music Top Song,0.0256875,0.1925,0.4727830188679245
United States Apple Music Top Song,0.0256625,0.1675,0.47747191011235957
Saint Kitts and Nevis Apple Music Top Song,0.025175,0.1825,0.49287878787878775
Republic of the Congo Apple Music Top Song,0.02486250000000001,0.195,0.4721031746031743
Hungary Apple Music Top Song,0.024550000000000006,0.1825,0.43944444444444447
Italy Apple Music Top Song,0.024375000000000008,0.2025,0.39683999999999997
Bolivia Apple Music Top Song,0.024225000000000003,0.2,0.3713602941176468
Taiwan Apple Music Top Song,0.0241,0.185,0.4410555555555556
Gambia Apple Music Top Song,0.02407499999999999,0.21,0.4745283018867923
Cambodia Apple Music Top Song,0.024024999999999994,0.145,0.4569886363636363
Costa Rica Apple Music Top Song,0.023625,0.20500000000000002,0.3656015037593983
Croatia Apple Music Top Song,0.023612499999999998,0.185,0.45874999999999994
Jordan Apple Music Top Song,0.023525,0.185,0.4634251968503934
Grenada Apple Music Top Song,0.023437500000000003,0.185,0.4745871559633024
Dominican Republic Apple Music Top Song,0.02320000000000001,0.195,0.39618852459016385
St. Lucia Apple Music Top Song,0.0230375,0.1675,0.48415094339622633
Turkey Apple Music Top Song,0.022850000000000002,0.1575,0.4568446601941748
Nigeria Apple Music Top Song,0.022750000000000006,0.14500000000000002,0.44802884615384625
Finland Apple Music Top Song,0.0226,0.1775,0.4571028037383178
Denmark Apple Music Top Song,0.022525000000000003,0.18,0.43106837606837606
Guyana Apple Music Top Song,0.0223875,0.16,0.44940860215053746
Mozambique Apple Music Top Song,0.022350000000000002,0.1975,0.43186046511627896
Australia Apple Music Top Song,0.021975,0.185,0.4034433962264151
Philippines Apple Music Top Song,0.021937500000000002,0.1575,0.4239247311827957
Panama Apple Music Top Song,0.021712500000000003,0.1925,0.36129770992366406
Algeria Apple Music Top Song,0.0216875,0.185,0.40850961538461494
North Macedonia Apple Music Top Song,0.021400000000000002,0.15000000000000002,0.49266666666666664
St. Vincent and The Grenadines Apple Music Top Song,0.020812500000000005,0.155,0.4959426229508196
Thailand Apple Music Top Song,0.020700000000000003,0.155,0.4093500000000002
Singapore Apple Music Top Song,0.0203375,0.16,0.4228636363636364
Canada Apple Music Top Song,0.019987500000000002,0.165,0.44418103448275864
Saudi Arabia Apple Music Top Song,0.0199875,0.1575,0.43942857142857145
Ireland Apple Music Top Song,0.019775,0.1375,0.42147368421052617
Cape Verde Apple Music Top Song,0.019775,0.14250000000000002,0.5063358778625955
Botswana Apple Music Top Song,0.019762500000000002,0.175,0.35065068493150675
Niger Apple Music Top Song,0.0196375,0.1825,0.44988888888888856
Czech Republic Apple Music Top Song,0.019562500000000003,0.165,0.418135593220339
Slovenia Apple Music Top Song,0.01955,0.1625,0.41552419354838677
Dominica Apple Music Top Song,0.019475,0.1525,0.49538759689922485
Zimbabwe Apple Music Top Song,0.019475,0.1625,0.3772727272727272
France Apple Music Top Song,0.019462499999999997,0.175,0.37376033057851243
Mongolia Apple Music Top Song,0.019337500000000004,0.1375,0.4218571428571429
Bermuda Apple Music Top Song,0.019225,0.14,0.45593749999999994
Bulgaria Apple Music Top Song,0.019187500000000003,0.1275,0.4422222222222221
Netherlands Apple Music Top Song,0.018775,0.1575,0.4036178861788617
Libya Apple Music Top Song,0.018724999999999995,0.165,0.37905405405405374
Uruguay Apple Music Top Song,0.01865,0.1725,0.4090714285714283
Bahrain Apple Music Top Song,0.018575,0.1625,0.46212230215827316
Kuwait Apple Music Top Song,0.018475,0.15,0.4754044117647056
Belize Apple Music Top Song,0.01845,0.155,0.4263868613138684
New Zealand Apple Music Top Song,0.018437500000000002,0.1575,0.40822033898305077
Qatar Apple Music Top Song,0.018312500000000002,0.14250000000000002,0.4571374045801526
South Korea Apple Music Top Song,0.018275,0.14,0.3895412844036697
Cameroon Apple Music Top Song,0.018262499999999997,0.15,0.4182926829268289
British Virgin Islands Apple Music Top Song,0.0178875,0.14,0.4559731543624158
Lithuania Apple Music Top Song,0.0177875,0.15,0.41965384615384593
Liberia Apple Music Top Song,0.01735,0.14500000000000002,0.44151315789473683
Chile Apple Music Top Song,0.017325,0.155,0.3642045454545456
Kenya Apple Music Top Song,0.0173,0.13,0.4231779661016948
Colombia Apple Music Top Song,0.0172375,0.14750000000000002,0.35821138211382103
Portugal Apple Music Top Song,0.01715,0.1525,0.37476923076923063
Malawi Apple Music Top Song,0.0171125,0.145,0.4309090909090908
Swaziland Apple Music Top Song,0.017049999999999996,0.16,0.39525974025974003
India Apple Music Top Song,0.016987500000000003,0.1575,0.3194444444444444
United Kingdom Apple Music Top Song,0.0169,0.1525,0.3784959349593496
Mauritania Apple Music Top Song,0.01685,0.175,0.40874999999999956
Turks and Caicos Apple Music Top Song,0.016800000000000002,0.1375,0.46266187050359703
Kyrgyzstan Apple Music Top Song,0.016275,0.125,0.39560483870967744
Lebanon Apple Music Top Song,0.016225000000000003,0.12000000000000001,0.44507633587786255
Malta Apple Music Top Song,0.016075,0.1275,0.41896946564885473
Brunei Darussalam Apple Music Top Song,0.016,0.13,0.12436781609195437
Anguilla Apple Music Top Song,0.016,0.14,0.45490683229813655
Sierra Leone Apple Music Top Song,0.015924999999999998,0.15,0.41140522875816943
Moldova Apple Music Top Song,0.015700000000000002,0.13,0.3701908396946564
Spain Apple Music Top Song,0.01565,0.1575,0.3233695652173913
Laos Apple Music Top Song,0.015600000000000001,0.10750000000000001,0.44082031249999976
Romania Apple Music Top Song,0.0155375,0.125,0.3801271186440679
United Arab Emirates Apple Music Top Song,0.015475,0.115,0.3883739837398373
Malaysia Apple Music Top Song,0.015325,0.1225,0.3735074626865671
Belgium Apple Music Top Song,0.015287500000000002,0.1375,0.33565891472868215
Papua New Guinea Apple Music Top Song,0.015275,0.125,0.45942675159235646
Indonesia Apple Music Top Song,0.015224999999999999,0.1225,0.35434782608695653
Cayman Islands Apple Music Top Song,0.01515,0.10750000000000001,0.44186131386861294
Sweden Apple Music Top Song,0.015112500000000001,0.1275,0.3819230769230769
Norway Apple Music Top Song,0.015112499999999997,0.1275,0.4021825396825396
Trinidad and Tobago Apple Music Top Song,0.014937500000000003,0.11,0.37165254237288115
Brazil Apple Music Top Song,0.0148625,0.1225,0.3816796874999998
South Africa Apple Music Top Song,0.01485,0.14,0.3460402684563755
Oman Apple Music Top Song,0.014625000000000003,0.12,0.4336363636363634
Fiji Apple Music Top Song,0.014462500000000001,0.12,0.4279333333333331
Armenia Apple Music Top Song,0.014400000000000005,0.11,0.38105691056910546
Vietnam Apple Music Top Song,0.014275000000000003,0.125,0.31753731343283564
Worldwide Apple Music Song,0.014212500000000003,0.125,0.32473282442748075
Slovakia Apple Music Top Song,0.0141375,0.1175,0.36871212121212105
Estonia Apple Music Top Song,0.013925000000000003,0.13,0.38062937062937063
Cyprus Apple Music Top Song,0.012937500000000001,0.10500000000000001,0.38097122302158254
Luxembourg Apple Music Top Song,0.012925,0.125,0.3637074829931969
Uzbekistan Apple Music Top Song,0.012862500000000002,0.10250000000000001,0.3867499999999998
Sri Lanka Apple Music Top Song,0.012862500000000002,0.11,0.34985507246376796
Mauritius Apple Music Top Song,0.012825000000000003,0.10750000000000001,0.32690972222222203
Namibia Apple Music Top Song,0.0127625,0.1275,0.3038853503184711
Chad Apple Music Top Song,0.012725,0.1375,0.37254310344827546
Tunisia Apple Music Top Song,0.012687500000000003,0.14250000000000002,0.3802690582959637
Switzerland Apple Music Top Song,0.012437499999999999,0.11750000000000001,0.31701342281879163
Russia Apple Music Top Song,0.0122625,0.0925,0.31867647058823523
Madagascar Apple Music Top Song,0.0122125,0.1175,0.3564240506329109
Uganda Apple Music Top Song,0.012162500000000001,0.11000000000000001,0.3464726027397258
Austria Apple Music Top Song,0.011825000000000002,0.11,0.3119047619047618
Azerbaijan Apple Music Top Song,0.011575,0.10250000000000001,0.3154026845637582
Germany Apple Music Top Song,0.0113875,0.1,0.2947586206896551
Poland Apple Music Top Song,0.0113,0.1,0.31975694444444436
Tanzania Apple Music Top Song,0.011275,0.0975,0.30636363636363606
Tajikistan Apple Music Top Song,0.01105,0.10500000000000001,0.3633024691358022
Kazakhstan Apple Music Top Song,0.0108,0.085,0.2736713286713286
Bhutan Apple Music Top Song,0.010725000000000002,0.095,0.4014659685863869
Greece Apple Music Top Song,0.009962500000000001,0.0875,0.27246666666666636
Turkmenistan Apple Music Top Song,0.0097,0.11,0.3442307692307689
Guinea-Bissau Apple Music Top Song,0.0096875,0.095,0.36533018867924477
Latvia Apple Music Top Song,0.009662500000000001,0.085,0.3018269230769227
Solomon Islands Apple Music Top Song,0.009425000000000001,0.0925,0.3622325581395347
Ukraine Apple Music Top Song,0.0092375,0.0775,0.25047468354430363
Yemen Apple Music Top Song,0.0074125,0.0675,0.3236585365853654
Suriname Apple Music Top Song,0.0066,0.0575,0.3109751037344394
Micronesia Apple Music Top Song,0.0060875,0.055,0.2392626728110593
